ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
15292,CS,6890,16,IND,1,Haiying Shen,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15293,CS,6890,17,IND,1,Kevin Skadron,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15532,CS,6890,18,IND,1,Homa Alemzadeh,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15811,CS,6890,19,IND,1,Felix Lin,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15294,CS,6890,20,IND,1,Kevin Sullivan,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15627,CS,6890,21,IND,1,Yixin Sun,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16068,CS,6890,22,IND,1,Chang Lou,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15626,CS,6890,23,IND,1,Derrick Stone,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15554,CS,6890,24,IND,1,Lu Feng,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15571,CS,6890,25,IND,1,Mohammad Mahmoody,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15572,CS,6890,26,IND,1,Yanjun Qi,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15577,CS,6890,27,IND,1,Madhur Behl,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15605,CS,6890,28,IND,1,Charles Reiss,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15624,CS,6890,29,IND,1,Raymond Pettit,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15607,CS,6890,30,IND,1,Panagiotis Apostolellis,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15608,CS,6890,31,IND,1,Nada Basit,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15609,CS,6890,32,IND,1,Aaron Bloomfield,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15610,CS,6890,33,IND,1,Nathan Brunelle,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15611,CS,6890,34,IND,1,Brad Campbell,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15628,CS,6890,35,IND,1,Anil Vullikanti,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15612,CS,6890,36,IND,1,Matthew Dwyer,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15613,CS,6890,37,IND,1,Tom Fletcher,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15614,CS,6890,38,IND,1,Mark Floryan,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15615,CS,6890,39,IND,1,Daniel Graham,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15616,CS,6890,40,IND,1,Tom Horton,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15617,CS,6890,41,IND,1,Robbie Hott,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16159,CS,6890,42,IND,1,Yue Cheng,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15618,CS,6890,43,IND,1,Yangfeng Ji,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15619,CS,6890,44,IND,1,Samira Khan,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15625,CS,6890,45,IND,1,Mark Sherriff,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15620,CS,6890,46,IND,1,Jundong Li,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16320,CS,6890,47,IND,1,Wajih Ul Hassan,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15623,CS,6890,48,IND,1,Rich Nguyen,TBA,TBA,Industrial Applications,,Open,0,30,0,,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
15533,CS,6993,1,IND,1 - 12,Homa Alemzadeh,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15864,CS,6993,2,IND,1 - 12,Yue Cheng,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15878,CS,6993,3,IND,1 - 12,Panagiotis Apostolellis,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16466,CS,6993,4,IND,1 - 12,Afsaneh Doryab,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16000,CS,6993,5,IND,1 - 12,Raymond Pettit,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16152,CS,6993,6,IND,1 - 12,Kevin Sullivan,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16175,CS,7457,1,Lecture,3,Hyojoon Kim,MoWe 11:00am - 12:15pm,Rice Hall 032,Computer Networks,,Open,0,35,0,,"Analyzes network topologies; backbone design; performance and queuing theory; data-grams and virtual circuits; technology issues; layered architectures; standards; survey of commercial networks, local area networks, and contention-based communication protocols; encryption; and security. Course equivalent to ECE 7457. Prerequisite: CS 6456 or instructor permission."
15485,CS,7993,1,IND,1 - 12,Aidong Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15446,CS,7993,2,IND,1 - 12,Anil Vullikanti,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
14915,CS,7993,3,IND,1 - 12,Kevin Skadron,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15433,CS,7993,4,IND,1 - 12,Jack Davidson,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15068,CS,7993,5,IND,1 - 12,Nada Basit,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15447,CS,7993,6,IND,1 - 12,Madhav Marathe,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15503,CS,7993,7,IND,1 - 12,Robbie Hott,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15069,CS,7993,8,IND,1 - 12,Lu Feng,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16078,CS,7993,9,IND,1 - 12,Chen-Yu Wei,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16079,CS,7993,10,IND,1 - 12,Yen-Ling Kuo,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15188,CS,7993,11,IND,1 - 12,Samira Khan,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15504,CS,7993,12,IND,1 - 12,Seongkook Heo,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15505,CS,7993,13,IND,1 - 12,Sebastian Elbaum,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15506,CS,7993,14,IND,1 - 12,Ashish Venkat,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15534,CS,7993,15,IND,1 - 12,Homa Alemzadeh,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15540,CS,7993,16,IND,1 - 12,Brad Campbell,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15555,CS,7993,17,IND,1 - 12,Jundong Li,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15711,CS,7993,18,IND,1 - 12,Afsaneh Doryab,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15278,CS,7993,19,IND,1 - 12,Madhur Behl,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15741,CS,7993,20,IND,1 - 12,Judy Fox,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16074,CS,7993,21,IND,1 - 12,Chang Lou,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15070,CS,7993,22,IND,1 - 12,Yanjun Qi,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15221,CS,7993,23,IND,1 - 12,Haiying Shen,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16137,CS,7993,24,IND,1 - 12,Miaomiao Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15364,CS,7993,25,IND,1 - 12,Yangfeng Ji,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16153,CS,7993,26,IND,1 - 12,Kevin Sullivan,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15763,CS,7993,27,IND,1 - 12,Felix Lin,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16077,CS,7993,28,IND,1 - 12,Hyojoon Kim,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15847,CS,7993,29,IND,1 - 12,Tianhao Wang,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15865,CS,7993,30,IND,1 - 12,Yue Cheng,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15883,CS,7993,31,IND,1 - 12,Shangtong Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16001,CS,7993,32,IND,1 - 12,Raymond Pettit,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16008,CS,7993,33,IND,1 - 12,Matthew Dwyer,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16075,CS,7993,34,IND,1 - 12,Ferdinando Fioretto,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
16076,CS,7993,35,IND,1 - 12,Wei-Kai Lin,TBA,TBA,Independent Study,,Open,0,30,0,,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
15507,CS,7995,1,IND,3,David Wu,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
14887,CS,7995,2,IND,3,David Evans,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15448,CS,7995,3,IND,3,Anil Vullikanti,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15449,CS,7995,4,IND,3,Madhav Marathe,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15508,CS,7995,5,IND,3,Haifeng Xu,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15509,CS,7995,6,IND,3,Seongkook Heo,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15510,CS,7995,7,IND,3,Sebastian Elbaum,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15511,CS,7995,8,IND,3,Ashish Venkat,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15345,CS,7995,9,IND,3,Nada Basit,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15434,CS,7995,10,IND,3,Aidong Zhang,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16083,CS,7995,11,IND,3,Hyojoon Kim,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15535,CS,7995,12,IND,3,Homa Alemzadeh,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16084,CS,7995,13,IND,3,Chen-Yu Wei,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16082,CS,7995,14,IND,3,Wei-Kai Lin,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15712,CS,7995,15,IND,3,Afsaneh Doryab,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16080,CS,7995,16,IND,3,Chang Lou,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
14979,CS,7995,17,IND,3,Mark Sherriff,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15081,CS,7995,18,IND,3,Mohammad Mahmoody,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15279,CS,7995,19,IND,3,Madhur Behl,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16085,CS,7995,20,IND,3,Yen-Ling Kuo,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15835,CS,7995,21,IND,3,Kevin Skadron,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
15889,CS,7995,22,IND,3,Miaomiao Zhang,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
16081,CS,7995,23,IND,3,Ferdinando Fioretto,TBA,TBA,Supervised Project Research,,Open,0,30,0,,Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor.
14888,CS,8897,1,IND,1 - 6,Jack Davidson,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14889,CS,8897,2,IND,1 - 6,David Evans,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15369,CS,8897,3,IND,1 - 6,Daniel Graham,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15736,CS,8897,4,IND,1 - 6,Afsaneh Doryab,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15536,CS,8897,5,IND,1 - 6,Homa Alemzadeh,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14890,CS,8897,6,IND,1 - 6,Kevin Skadron,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15435,CS,8897,7,IND,1 - 6,Aidong Zhang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15730,CS,8897,8,IND,1 - 6,Yixin Sun,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15370,CS,8897,9,IND,1 - 6,Robbie Hott,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14957,CS,8897,10,IND,1 - 6,Aaron Bloomfield,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15371,CS,8897,11,IND,1 - 6,Rich Nguyen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15222,CS,8897,12,IND,1 - 6,Kai-wei Chang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14958,CS,8897,13,IND,1 - 6,Tom Horton,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15184,CS,8897,14,IND,1 - 6,Samira Khan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15284,CS,8897,15,IND,1 - 6,Brad Campbell,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16450,CS,8897,16,IND,1 - 6,Arohi Khargonkar,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15063,CS,8897,17,IND,1 - 6,Nada Basit,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15372,CS,8897,18,IND,1 - 6,Raymond Pettit,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15846,CS,8897,19,IND,1 - 6,Tianhao Wang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15082,CS,8897,20,IND,1 - 6,Mohammad Mahmoody,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14960,CS,8897,21,IND,1 - 6,Kevin Sullivan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16048,CS,8897,22,IND,1 - 6,Yen-Ling Kuo,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15280,CS,8897,23,IND,1 - 6,Madhur Behl,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15849,CS,8897,24,IND,1 - 6,Seongkook Heo,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
14962,CS,8897,25,IND,1 - 6,Mark Sherriff,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15851,CS,8897,26,IND,1 - 6,Miaomiao Zhang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15853,CS,8897,27,IND,1 - 6,Shangtong Zhang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15857,CS,8897,28,IND,1 - 6,Felix Lin,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16067,CS,8897,29,IND,1 - 6,Chang Lou,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15064,CS,8897,30,IND,1 - 6,Mark Floryan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15866,CS,8897,31,IND,1 - 6,Sandhya Dwarkadas,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15065,CS,8897,32,IND,1 - 6,Yanjun Qi,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15223,CS,8897,33,IND,1 - 6,Haiying Shen,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15747,CS,8897,34,IND,1 - 6,Tom Fletcher,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15224,CS,8897,35,IND,1 - 6,Charles Reiss,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15877,CS,8897,36,IND,1 - 6,Wajih Ul Hassan,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16438,CS,8897,37,IND,1 - 6,Briana Morrison,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15886,CS,8897,38,IND,1 - 6,Geoffrey Fox,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16098,CS,8897,39,IND,1 - 6,Ferdinando Fioretto,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15262,CS,8897,40,IND,1 - 6,Lu Feng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16099,CS,8897,41,IND,1 - 6,Wei-Kai Lin,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15296,CS,8897,42,IND,1 - 6,Farzad Hassanzadeh,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16100,CS,8897,43,IND,1 - 6,Hyojoon Kim,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15365,CS,8897,44,IND,1 - 6,Matthew Dwyer,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15366,CS,8897,45,IND,1 - 6,Sebastian Elbaum,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15367,CS,8897,46,IND,1 - 6,Yangfeng Ji,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16101,CS,8897,47,IND,1 - 6,Chen-Yu Wei,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
15368,CS,8897,48,IND,1 - 6,Ashish Venkat,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16345,CS,8897,49,IND,1 - 6,Yu Meng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16376,CS,8897,50,IND,1 - 6,Yue Cheng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16391,CS,8897,51,IND,1 - 6,Kun Qian,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16396,CS,8897,52,IND,1 - 6,Adwait Jog,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16397,CS,8897,53,IND,1 - 6,Zezhou Cheng,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
16398,CS,8897,54,IND,1 - 6,Wenxi Wang,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0,,For master's students who are teaching assistants.
